,source,reference,translation,metric
100,"My máme na pozemku vzrostlé stromy, takže jsme pod nimi.","We have raised trees on the property, so we're under them.","We have fully grown trees on the land, so we can stay underneath them.",-0.9910097122192384
101,"Pod prohlášením umělkyně na jedné ze stěn galerie volá Manningová svým obrovským podpisem (písmeno „i“ v příjmení je vytečkované srdcem) po konci„samočinného frakcionářství, jež se zakládá na pohlaví, rase, sexualitě a kultuře“.","Under a statement from an artist on one of the gallery's walls, Manning calls her huge signature (the letter ""i"" in the surname is dotted with the heart) after the end of ""self-inflicted fractionation based on gender, race, sexuality and culture.""","In an artist statement written on the gallery's wall, Manning's super-sized signature below it (the ""i"" in her last name dotted with a heart), called for an end to the ""automatic factionalism that gender, race, sexuality, and culture have been the basis of.""",0.0195708610117435
102,"„A jakmile začnete ztrácet zaměstnance, přijdete o zákazníky.","'and once you start losing staff, you lose customers.","""And if you lose people, you're going to lose customers.",-0.6069857478141785
103,"Ve vozovnách a na některých střídacích místech mají zaměstnanci k dispozici tzv. sodobary, které vyrábějí chlazenou sodovku.","In the roadways and in some shooting locations, employees have available so-called sodobars, which produce chilled soda.","At some depots and exchange points, workers also have access to so-called ""sodobars"", which dispense cold soda.",-0.3586793839931488
104,Požár vznikl kvůli technické závadě v motorovém prostoru kombajnu.,The fire started because of a technical malfunction in the harvester's engine compartment.,The blaze was caused by a technical defect in the engine compartment of a combine harvester.,0.5377249717712402
105,K drobnému poškození došlo ve smyčce v Hostivaři.,The minor damage occurred in a loop in Hostivar.,Small damage occurred in a circuit in Hostivař.,0.8948331475257874
106,"I když se nedařilo, chodilo hodně lidí.","Even though it wasn't going well, a lot of people were walking.","Even when things were going badly, a lot of people would come.",0.5785853266716003
107,"Frančízu by mohly nastartovat momenty náhodného šílenství, jako třeba navrátivší se série „Seven Up“, dokud nedosáhne toho, co předpokládám, že bude logické rozuzlení: „Wet Hot American Summer: Twenty Years Later,“ kdy se v poslední scéně celá skupina vydá na premiéru „Léta k nepřežití“.","The franchise could kick-start moments of random madness, like the resurgent series ""Seven Up,"" until it reaches what I suppose will be a logical denouement: ""Wet Hot American Summer: Twenty Years Later,"" when, in the final scene, the entire group goes to the premiere of ""Summer to Survive.""","It's the moments of random lunacy that might power this franchise on, like a kind of recursive ""Seven Up!"" series, until it reaches what I assume will be its logical conclusion: ""Wet Hot American Summer: Twenty Years Later,"" whose last scene will have the gang going to see the movie premiere of ""Wet Hot American Summer.""",-0.4113496840000152
108,Spojené státy se rozpojují.,The United States is recognisable.,The United States are breaking apart.,-0.0503290295600891
109,"""Chci hrát příště lépe a teď, když jsem se zbavil trémy, to snad půjde,"" uvedl nadšený golfista, jenž už v minulosti hrál na turnajích celebrit i smíšených soutěžích pro amatéry a profesionály.","""I want to play better next time, and now that I've got rid of the training, I can do that,"" said the enthusiastic golfer, who has previously played in celebrity tournaments as well as mixed competitions for amateurs and professionals.","""I want to play better next time, and now that I've got rid of the nerves, it might work,"" said the enthusiastic golfer, who had played in celebrity tournaments in the past, as well as mixed amateur and professional competitions.",-0.3363905251026153
110,"Podle aktuálních čísel programu FBI k hlášení nenávistných činů došlo v roce 2015 v Missouri ke stovce případů nenávistného chování, což dosazuje stát na šestnácté místo mezi všemi státy.","According to current FBI program numbers to report hate crimes, there were hundreds of cases of hateful behavior in Missouri in 2015, putting the state in 16th place among all states.","Missouri recorded 100 hate crimes in 2015, according to the latest figures from the FBI's hate crime reporting program, ranking the state at 16th in the country in terms of the number of such violations.",0.4258330166339874
111,"Násilí podkopává již tak pochybnou situaci v Afghánistánu a prezident USA Donald Trump zvažuje navýšení počtu amerických vojáků, kteří by měli pomáhat vojenským jednotkám a policistům v zemi.","The violence undermines an already dubious situation in Afghanistan, and U.S. President Donald Trump is considering an increase in the number of U.S. troops who should assist military troops and police officers in the country.",The violence underlines the precarious security situation in Afghanistan as US President Donald Trump weighs up whether to increase the number of US troops aiding the military and police in the country.,0.2474888414144516
112,Po dokončení prací je dinosaurus připraven k odhalení.,"After completing the works, the dinosaur is ready to be discovered.","After all that hard work, the finished result is now ready to be unveiled.",0.0581522285938262
113,Alespoň tedy u nás.,At least with us.,at least for us.,-0.9285054802894592
114,"Gobai tvrdí, že obyvatelé Paniai, stejně jako ostatní Papuánci, považují svůj hlas za „dluh“, jenž musí Jokowi splatit.","Gobai argues that the residents of Paniai, like other Papuans, regard their vote as a ""debt"" that Jokowi must repay.","Gobai says the Paniai people, like other Papuans, consider their vote to Jokowi as a ""debt"" he must repay.",-0.1835629343986511
115,Rozmohl se nám tady takový nešvar.,There's been such a mess.,A malady has spread here.,-0.4084145426750183
116,"„Je obtížné spočítat počet obětí, protože k incidentům dochází každý týden,“ řekl Andreas Harsono, indonéský výzkumný pracovník organizace Human Rights Watch.","""It's difficult to count the death toll because incidents occur every week,"" said Andreas Harsono, an Indonesian research fellow at Human Rights Watch.","""It's difficult to count the number of victims as incidents happen every week,"" says Andreas Harsono, Indonesia researcher for Human Rights Watch.",0.1890870034694671
117,"Jak říká, několik let poté stále žije ve strachu.","As he says, a few years after that, he still lives in fear.","He says that years later, he still lives in fear.",-0.1876380145549774
118,"Ministerstvo obrany, které jeho zpracování dostalo za úkol od vlády, si od něj slibuje, že se tak podaří zvýšit fyzickou zdatnost Čechů i jejich schopnosti, které by pak mohl stát využít při krizových situacích.","The Ministry of Defence, which has been tasked by the government, promises to increase the physical fitness of the Czechs and their capabilities, which the State could then use in crisis situations.","The Ministry of Defence, which has been assigned the role by the government, promises to improve the physical fitness and capabilities of the Czechs, so that they could then be used in crisis situations.",0.0846584215760231
